カード名,仕様,R,型番,タイプ,21-01-25,21-01-26,21-01-27
イーブイGX,RR仕様,-,018/038,無,100,100,100
イーブイGX,RR仕様,-,019/038,無,100,100,100
イーブイGX,,SR,187/173,無,800,800,800
イーブイGX,,HR,219/173,無,"2,800","2,800","3,000"
イーブイGX,,SR,188/173,無,"1,300","1,300","1,300"
リーフィア,,P,382/SM-P,草,150,150,150
ブースター,,-,274/SM-P,炎,10,100,100
ブースター,ミラー,-,019/173,炎,50,50,50
ブースターGX,RR仕様,-,001/038,炎,100,100,100
グレイシア,,P,385/SM-P,水,30,30,30
サンダース,,P,299/SM-P,雷,50,50,50
サンダース,,-,042/173,雷,10,10,10
サンダース,ミラー,-,042/173,雷,30,30,30
サンダースGX,RR仕様,-,013/038,雷,50,50,50
シャワーズ,,-,275/SM-P,水,150,150,150
シャワーズ,,-,033/173,水,10,10,10
シャワーズ,ミラー,-,033/173,水,50,50,100
シャワーズGX,RR仕様,-,007/038,水,150,150,150
エーフィ＆デオキシスGX,RR仕様,-,001/031,超,50,50,50
エーフィ＆デオキシスGX,,SR,176/173,超,500,500,500
エーフィ＆デオキシスGX,,HR,212/173,超,900,900,900
ブラッキー＆ダークライGX,RR仕様,-,010/031,悪,100,100,100
ブラッキー＆ダークライGX,,SR,181/173,悪,800,800,800
ブラッキー＆ダークライGX,,HR,215/173,悪,"1,200","1,200","1,200"
ベロベルト,,U,037/054,無,10,10,10
ガルーラGX,,P,303/SM-P,無,30,30,30
ニャース,,P,375/SM-P,無,200,200,200
ニャースV,,P,028/S-P,無,700,700,700
ニャースVMAX,,P,029/S-P,無,"7,000","7,000","7,000"
ペルシアン,,U,068/095,無,10,10,10
ペルシアン,,-,106/173,無,10,10,10
ペルシアン,ミラー,-,106/173,無,30,30,30
ペルシアンGX,,SR,104/095,無,150,150,150
ペルシアンGX,,HR,113/095,無,100,100,100
アローラペルシアンGX,,RR,040/064,悪,30,30,30
アローラペルシアンGX,,SR,071/064,悪,200,200,200
アローラペルシアンGX,,HR,077/064,悪,200,200,200
ポリゴン,ミラー,-,110/173,無,10,10,10
ポリゴン2,ミラー,-,111/173,無,10,10,10
ポリゴンZ,,R,075/095,無,10,10,10
ポリゴンZ,,-,112/173,無,10,10,10
ポリゴンZ,ミラー,-,112/173,無,30,30,30
ポリゴンZGX,,P,317/SM-P,無,10,10,10
カビゴン,,-,038/051,無,30,30,30
ラッキー,ライチュウマーク入り,-,035/051,無,50,50,50
メガミミロップ＆プリンGX,,RR,073/095,無,10,10,10
メガミミロップ＆プリンGX,,SR,103/095,無,150,150,150
メガミミロップ＆プリンGX,,HR,114/095,無,300,300,300
タイプ:ヌル,,C,042/054,無,30,30,30
シルヴァディGX,,RR,041/049,無,100,100,100
プテラ,,U,076/095,無,10,10,10
プテラGX,,RR,045/094,闘,10,10,10
プテラGX,,SR,100/094,闘,100,100,100
プテラGX,,HR,110/094,闘,200,200,200
タブンネ,ミラー,-,115/173,無,10,10,10
ムーランド,,CHR,061/049,無,10,10,10
ウールー,,P,004/S-P,無,50,50,50
Uターンボード,,UR,067/054,グッズ,"1,600","1,600","1,600"
Uターンボード,,U,046/054,グッズ,30,30,30
Uターンボード,,-,143/173,グッズ,30,30,30
Uターンボード,ミラー,-,143/173,グッズ,30,30,30
エネルギーリサイクル,,-,113/150,グッズ,10,10,10
エネルギーリサイクル,,-,002/029,グッズ,10,10,10
エネルギーリサイクル,ミラー,-,113/150,グッズ,50,50,50
グレートキャッチャー,,UR,078/064,グッズ,"1,600","1,600","1,600"
グレートキャッチャー,,U,052/064,グッズ,50,50,50
グレートポーション,,U,081/094,グッズ,50,50,50
くろおび,,UR,069/054,グッズ,"1,600","1,600","1,600"
くろおび,,U,047/054,グッズ,10,10,10
くろおび,,-,140/173,グッズ,10,10,10
くろおび,ミラー,-,140/173,グッズ,30,30,30
しまめぐりのあかし,,UR,116/095,グッズ,250,250,250
しまめぐりのあかし,,U,085/095,グッズ,10,10,10
ジャイアントボム,,UR,114/094,グッズ,500,500,500
ジャイアントボム,,U,084/094,グッズ,200,200,200
ジャッジマンホイッスル,,UR,117/095,グッズ,200,200,200
スイレンのつりざお,,UR,073/049,グッズ,600,600,600
スタジアムナビ,,U,082/094,グッズ,30,30,30
タッグコール,,UR,115/095,グッズ,"1,600","1,600","1,600"
タッグコール,,U,083/095,グッズ,350,350,350
タッグスイッチ,,UR,067/054,グッズ,700,700,700
タッグスイッチ,,U,045/054,グッズ,50,50,50
ビーストブリンガー,,UR,067/054,グッズ,300,300,300
ビーストブリンガー,,U,045/054,グッズ,30,30,30
プレシャスボール,,UR,113/094,グッズ,"1,700","1,800","1,800"
プレシャスボール,,TR,092/095,グッズ,100,100,100
プレシャスボール,,P,167/S-P,グッズ,150,150,150
プレシャスボール,,-,018/031,グッズ,50,50,50
プレシャスボール,,-,127/173,グッズ,50,50,50
プレシャスボール,ミラー,-,127/173,グッズ,50,50,50
みみなりベル,,Ｐ,304/SM-P,グッズ,800,800,600
ムキムキパッド,,U,083/095,グッズ,200,200,100
メタルコアバリア,,UR,068/054,グッズ,200,200,200
メタルコアバリア,,U,046/054,グッズ,10,10,10
メタルコアバリア,,-,142/173,グッズ,10,10,10
メタルコアバリア,ミラー,-,142/173,グッズ,10,10,10
やみのいし,,U,084/095,グッズ,10,10,10
リーリエのピッピ人形,,UR,074/049,グッズ,"1,700","1,700","1,700"
リーリエのピッピ人形,,U,043/049,グッズ,10,10,10
隠密フード,,U,046/055,グッズ,10,10,10
炎の結晶,,UR,114/095,グッズ,"1,200","1,200","1,200"
炎の結晶,,U,083/095,グッズ,100,100,100
炎の結晶,,-,133/173,グッズ,100,100,100
炎の結晶,ミラー,-,133/173,グッズ,150,150,150
退化スプレーZ,,U,044/054,グッズ,10,10,10
電磁レーダー,,UR,068/055,グッズ,200,200,200
Nの覚悟,,SR,066/049,サポート,500,500,500
あばれる君,,P,320/SM-P,サポート,"12,000","12,000","12,000"
あばれる君,当選通知書付き,P,320/SM-P,サポート,"12,000","12,000","12,000"
アンズ,,SR,062/055,サポート,400,400,400
イツキ,,SR,189/173,サポート,300,300,300
エリカ,,P,362/SM-P,サポート,400,600,600
オーキド博士のセッティング,,SR,072/064,サポート,500,500,500
かいじゅうマニア,,SR,061/054,サポート,200,200,200
カスミ＆カンナ,,SR,191/173,サポート,"2,300","2,500","2,500"
カスミ＆カンナ,,-,147/173,サポート,10,10,10
カスミ＆カンナ,ミラー,-,147/173,サポート,10,10,10
カスミのおねがい,,SR,104/094,サポート,"2,200","2,200","2,200"
カスミのおねがい,,U,085/094,サポート,50,50,50
カスミのやる気,,SR,099/087,サポート,"15,000","15,000","15,000"
カスミの水さばき,,-,021/031,サポート,50,50,50
ギーマ,,SR,061/054,サポート,200,200,200
きとうし,,SR,105/094,サポート,400,400,400
キョウの罠,,SR,063/055,サポート,400,400,400
キョウの罠,,U,050/055,サポート,30,30,30
グリーンの戦略,,SR,193/173,サポート,"2,000","2,500","2,500"
グリーンの戦略,,SR,106/094,サポート,700,700,700
コーチトレーナー,,SR,062/054,サポート,300,300,300
サカキの追放,,SR,105/095,サポート,600,600,600
サカキの追放,,U,085/095,サポート,10,10,30
サカキの追放,,-,151/173,サポート,10,10,30
サカキの追放,ミラー,-,151/173,サポート,10,10,30
ジュジュベ＆ハチクマン,,SR,194/173,サポート,300,500,500
タケシのガッツ,,SR,100/087,サポート,"6,000","6,000","6,000"
タケシのガッツ,,SR,108/095,サポート,400,400,400
タケシのガッツ,,-,024/031,サポート,100,100,100
タケシのガッツ,,U,086/087,サポート,50,50,50
タケシのガッツ,,U,087/095,サポート,30,30,30
タケシのトレーニング,,-,025/031,サポート,10,10,10
ナツメの暗示,,SR,109/095,サポート,700,700,700
ハプウ,,SR,195/173,サポート,300,400,400
ホミカ,,SR,197/173,サポート,"2,200","2,400","2,400"
マーレイン,,SR,062/054,サポート,100,100,100
マチスの作戦,,U,051/055,サポート,10,10,10
マチスの作戦,,-,119/127,サポート,10,10,10
ムサシとコジロウ,,SR,062/054,サポート,"1,700","1,700","1,700"
ムサシとコジロウ,,R,048/054,サポート,30,30,30
むしとりしょうねん,ライチュウマークいり,-,051/051,サポート,10,10,10
むしとりしょうねん,リザードンマーク入り,-,051/051,サポート,10,10,10
メイ,,SR,067/049,サポート,"5,500","5,500","5,500"
メイ,,R,047/049,サポート,30,30,30
メイ,,-,121/127,サポート,30,30,30
ヤーコン,,SR,199/173,サポート,150,300,300
やまおとこ,,SR,156/150,サポート,100,100,100
ヨシダ警部補,,SR,025/024,サポート,300,400,400
リーリエの全力,,SR,068/049,サポート,"3,400","3,500","3,500"
レッド＆グリーン,,SR,108/095,サポート,"1,200","1,200","1,200"
レッド＆グリーン,,U,090/095,サポート,10,10,10
ローラースケーター,,SR,073/064,サポート,800,800,800
ロケット団参上！,,☆,085/084,サポート,"1,500","1,500","1,500"
タケシのニビシティジム,,-,030/031,スタジアム,10,10,10
ダストアイランド,,U,090/095,スタジアム,30,30,30
トキワの森,,UR,068/054,スタジアム,"2,500","2,500","2,500"
トキワの森,,U,091/095,スタジアム,30,30,30
トキワの森,,-,165/173,スタジアム,30,30,30
トキワの森,ミラー,-,165/173,スタジアム,150,150,150
ナイトシティ,,-,030/031,スタジアム,700,700,700
ポケモンけんきゅうじょ,,U,089/094,スタジアム,10,30,30
まどろみの森,,U,088/094,スタジアム,50,50,50
巨大なカマド,,UR,117/095,スタジアム,"1,000","1,000","1,000"
巨大なカマド,,U,050/054,スタジアム,50,50,50
巨大なカマド,,-,162/173,スタジアム,50,50,50
巨大なカマド,ミラー,-,162/173,スタジアム,100,100,100
混沌のうねり,,U,091/095,スタジアム,100,100,100
無人発電所,,UR,075/049,スタジアム,400,400,600
無人発電所,,U,050/054,スタジアム,100,100,100
ウィークガードエネルギー,,UR,115/094,エネルギー,500,500,500
ウィークガードエネルギー,,U,090/094,エネルギー,10,10,10
ウィークガードエネルギー,,U,059/064,エネルギー,10,10,10
ドローエネルギー,,UR,080/064,エネルギー,400,400,400
ドローエネルギー,,C,060/064,エネルギー,10,10,10
リサイクルエネルギー,,UR,069/054,エネルギー,900,900,900
リサイクルエネルギー,,U,050/054,エネルギー,10,10,10
リサイクルエネルギー,,-,173/173,エネルギー,10,10,10
リサイクルエネルギー,ミラー,-,173/173,エネルギー,30,30,30
基本草エネルギー,,UR,068/051,エネルギー,"9,000","8,500","8,500"
基本炎エネルギー,,UR,064/051,エネルギー,"15,000","15,000","15,000"
基本水エネルギー,,UR,062/050,エネルギー,"13,000","13,000","13,000"
基本雷エネルギー,,UR,062/050,エネルギー,"10,000","10,000","10,000"
基本超エネルギー,,UR,073/060,エネルギー,"9,000","9,000","9,000"
基本闘エネルギー,,UR,062/050,エネルギー,"11,000","11,000","11,000"
基本悪エネルギー,,UR,066/049,エネルギー,"13,000","13,000","13,000"
基本鋼エネルギー,,UR,062/050,エネルギー,"10,000","10,000","10,000"
基本鋼エネルギー,,UR,073/060,エネルギー,"10,000","10,000","10,000"
基本フェアリーエネルギー,,UR,064/051,エネルギー,"5,000","5,000","5,000"
基本草エネルギー,,SR,202/173,エネルギー,200,300,300
基本炎エネルギー,,SR,203/173,エネルギー,500,600,600
基本水エネルギー,,SR,204/173,エネルギー,450,500,500
基本雷エネルギー,,SR,205/173,エネルギー,300,400,400
基本超エネルギー,,SR,206/173,エネルギー,100,300,300
基本闘エネルギー,,SR,207/173,エネルギー,400,500,500
基本悪エネルギー,,SR,208/173,エネルギー,300,400,400
基本鋼エネルギー,,SR,209/173,エネルギー,600,600,600
基本フェアリーエネルギー,,SR,210/173,エネルギー,50,150,150
基本草エネルギー,BREAK UR,P,XY-P,エネルギー,"1,400","1,400","1,400"
基本悪エネルギー,BREAK UR,P,XY-P,エネルギー,"3,800","3,800","3,800"
基本草エネルギー,チャンピオンズリーグ2018,P,128/SM-P,エネルギー,50,50,50
基本炎エネルギー,チャンピオンズリーグ2018,P,129/SM-P,エネルギー,450,450,450
基本水エネルギー,チャンピオンズリーグ2018,P,130/SM-P,エネルギー,50,50,50
基本雷エネルギー,チャンピオンズリーグ2018,P,131/SM-P,エネルギー,50,50,50
基本超エネルギー,チャンピオンズリーグ2018,P,132/SM-P,エネルギー,50,50,50
基本闘エネルギー,チャンピオンズリーグ2018,P,133/SM-P,エネルギー,50,50,50
基本悪エネルギー,チャンピオンズリーグ2018,P,134/SM-P,エネルギー,50,50,50
基本鋼エネルギー,チャンピオンズリーグ2018,P,135/SM-P,エネルギー,50,50,50
基本フェアリーエネルギー,チャンピオンズリーグ2018,P,136/SM-P,エネルギー,50,50,50
基本草エネルギー,ファーストデザインキラ,P,XY-P,エネルギー,"15,000","15,000","15,000"
基本炎エネルギー,ファーストデザインキラ,P,XY-P,エネルギー,"25,000","25,000","25,000"
基本水エネルギー,ファーストデザインキラ,P,XY-P,エネルギー,"20,000","20,000","20,000"
基本雷エネルギー,ファーストデザインキラ,P,XY-P,エネルギー,"20,000","20,000","20,000"
基本超エネルギー,ファーストデザインキラ,P,XY-P,エネルギー,"15,000","15,000","15,000"
基本闘エネルギー,ファーストデザインキラ,P,XY-P,エネルギー,"15,000","15,000","15,000"
基本悪エネルギー,ファーストデザインキラ,P,XY-P,エネルギー,"15,000","15,000","15,000"
基本鋼エネルギー,ファーストデザインキラ,P,XY-P,エネルギー,"15,000","15,000","15,000"
基本フェアリーエネルギー,ファーストデザインキラ,P,XY-P,エネルギー,"20,000","20,000","20,000"
基本草エネルギー,クイックキラ,P,055/PCG-P,エネルギー,"15,000","15,000","15,000"
基本炎エネルギー,クイックキラ,P,056/PCG-P,エネルギー,"20,000","20,000","20,000"
基本水エネルギー,クイックキラ,P,057/PCG-P,エネルギー,"15,000","15,000","15,000"
基本雷エネルギー,クイックキラ,P,058/PCG-P,エネルギー,"20,000","20,000","20,000"
基本超エネルギー,クイックキラ,P,059/PCG-P,エネルギー,"15,000","15,000","15,000"
基本闘エネルギー,クイックキラ,P,060/PCG-P,エネルギー,"15,000","15,000","15,000"
基本草エネルギー,ホロン,-,R8P-6AH-PUX,エネルギー,"1,000","1,000","1,000"
基本炎エネルギー,ホロン,-,2FT-UHJ-4MK,エネルギー,"3,500","3,500","3,500"
基本水エネルギー,ホロン,-,AL3-MCN-692,エネルギー,"1,300","1,300","1,300"
基本雷エネルギー,ホロン,-,L0A-7CN-6DD,エネルギー,"3,300","3,300","3,300"
基本超エネルギー,ホロン,-,RRM-UX8-E5C,エネルギー,"2,000","2,000","2,000"
基本闘エネルギー,ホロン,-,N13-516-5G8,エネルギー,"1,500","1,500","1,500"
基本草エネルギー,ADV,-,R8P-6AH-JE8,エネルギー,300,300,300
基本炎エネルギー,ADV,-,2FT-UHJ-RUX,エネルギー,"1,700","1,700","1,700"
基本水エネルギー,ADV,-,AL3-MCN-SMK,エネルギー,"1,000","1,000","1,000"
基本雷エネルギー,ADV,-,L0A-7CN-D92,エネルギー,700,700,700
基本超エネルギー,ADV,-,RRM-UXB-NNH,エネルギー,"1,200","1,200","1,200"
基本闘エネルギー,ADV,-,N13-516-41C,エネルギー,300,300,300
基本草エネルギー,うずまき,-,/,エネルギー,300,300,300
基本炎エネルギー,うずまき,-,/,エネルギー,"1,400","1,400","1,400"
基本水エネルギー,うずまき,-,/,エネルギー,"1,200","1,200","1,200"
基本雷エネルギー,うずまき,-,/,エネルギー,"1,000","1,000","1,000"
基本超エネルギー,うずまき,-,/,エネルギー,"1,000","1,000","1,000"
基本闘エネルギー,うずまき,-,/,エネルギー,300,300,300
基本悪エネルギー,うずまき,-,/,エネルギー,"1,200","1,200","1,200"
基本鋼エネルギー,うずまき,-,/,エネルギー,500,500,500
基本草エネルギー,LEGENDキラ,-,011/L-P,エネルギー,100,100,100
基本炎エネルギー,LEGENDキラ,-,012/L-P,エネルギー,900,900,900
基本水エネルギー,LEGENDキラ,-,013/L-P,エネルギー,800,800,800
基本雷エネルギー,LEGENDキラ,-,014/L-P,エネルギー,400,400,400
基本超エネルギー,LEGENDキラ,-,015/L-P,エネルギー,900,900,900
基本闘エネルギー,LEGENDキラ,-,016/L-P,エネルギー,100,100,100
基本悪エネルギー,LEGENDキラ,-,017/L-P,エネルギー,900,900,900
基本鋼エネルギー,LEGENDキラ,-,018/L-P,エネルギー,"1,000","1,000","1,000"
基本草エネルギー,DPキラ,P,022/DPt-P,エネルギー,100,100,100
基本炎エネルギー,DPキラ,P,023/DPt-P,エネルギー,800,800,800
基本水エネルギー,DPキラ,P,024/DPt-P,エネルギー,900,900,900
基本雷エネルギー,DPキラ,P,025/DPt-P,エネルギー,800,800,800
基本超エネルギー,DPキラ,P,026/DPt-P,エネルギー,800,800,800
基本闘エネルギー,DPキラ,P,027/DPt-P,エネルギー,300,300,300
基本悪エネルギー,DPキラ,P,028/DPt-P,エネルギー,900,900,900
基本鋼エネルギー,DPキラ,P,029/DPt-P,エネルギー,"1,000","1,000","1,000"
基本草エネルギー,ミラー,P,XY-P,エネルギー,10,10,10
基本炎エネルギー,ミラー,P,XY-P,エネルギー,50,50,50
基本水エネルギー,ミラー,P,XY-P,エネルギー,50,50,50
基本雷エネルギー,ミラー,P,XY-P,エネルギー,100,100,100
基本超エネルギー,ミラー,P,XY-P,エネルギー,100,100,100
基本悪エネルギー,ミラー,P,XY-P,エネルギー,100,100,100
基本闘エネルギー,ミラー,P,XY-P,エネルギー,10,10,10
基本鋼エネルギー,ミラー,P,XY-P,エネルギー,50,50,50
基本フェアリーエネルギー,ミラー,P,XY-P,エネルギー,10,10,10
基本草エネルギー,LEGEND,-,/,エネルギー,30,30,30
基本炎エネルギー,LEGEND,-,/,エネルギー,500,500,500
